,imdbid,genre,rating,country,language,runtime,release_date,certificate
3133,tt5053036,Romance,7.5/10,China,,,4 January 2015,"
 See all certifications »
            "
3134,tt5614612,Crime,6.2/10,Argentina,Spanish,90 min,19 January 2017,"
 See all certifications »
            "
3135,tt5546516,Comedy,6.5/10,South Korea,Korean,,5 March 2016,"
 See all certifications »
            "
3136,notfound,Comedy,,South Korea,Korean,,5 March 2016,"
 See all certifications »
            "
3137,notfound,Comedy,,South Korea,Korean,,5 March 2016,"
 See all certifications »
            "
3138,notfound,Comedy,,South Korea,Korean,,5 March 2016,"
 See all certifications »
            "
3139,tt1389139,Crime,5.1/10,USA,English,107 min,9 September 2016,15
3140,tt1386691,Crime,6.2/10,Canada,English,83 min,9 June 2017,15
3141,tt6125832,Fantasy,6.7/10,South Korea,Korean,,9 June 2017,15
3142,tt6446792,Animation,4.1/10,,,,21 February 2016,
3143,tt5786588,Fantasy,5.5/10,Argentina,Spanish,90 min,30 March 2017,"
 See all certifications »
            "
3144,tt1878870,Comedy,7.3/10,USA,English,104 min,30 November 2016,15
3145,notfound,Comedy,,USA,English,104 min,30 November 2016,15
3146,tt5503512,Documentary,7.5/10,Israel,English,87 min,10 March 2016,"
 See all certifications »
            "
3147,tt0376479,Crime,6.1/10,Hong Kong,English,108 min,11 November 2016,15
3148,tt3449292,Adventure,8/10,India,Hindi,108 min,21 August 2015,"
 See all certifications »
            "
3149,tt3922818,Drama,6.4/10,USA,English,120 min,10 February 2017,PG
3150,tt5147214,Action,6.3/10,Indonesia,Indonesian,118 min,3 March 2017,18
3151,tt3442726,Comedy,5.4/10,Mexico,Spanish,89 min,20 January 2017,"
 See all certifications »
            "
3152,tt6830780,Sci-Fi,6.1/10,South Korea,Korean,89 min,2 June 2017,15
3153,tt5698568,Drama,6.5/10,Spain,Spanish,105 min,2 December 2016,
3154,tt4134782,Drama,6.6/10,Iceland,Icelandic,,March 2015,
3155,tt0480669,Horror,7.2/10,Spain,Spanish,92 min,6 February 2009,15
3156,tt5294198,Comedy,5.8/10,USA,English,95 min,10 March 2017,15
3157,notfound,Comedy,,USA,English,95 min,10 March 2017,15
3158,notfound,Comedy,,USA,English,95 min,10 March 2017,15
3159,notfound,Comedy,,USA,English,95 min,10 March 2017,15
3160,notfound,Comedy,,USA,English,95 min,10 March 2017,15
3161,notfound,Comedy,,USA,English,95 min,10 March 2017,15
3162,tt0064842,Musical,6.8/10,India,Hindi,95 min,,
3163,tt0137100,Drama,5.3/10,France,Hindi,130 min,2 July 1993,15
3164,tt4815190,Horror,5.4/10,India,Hindi,,28 June 2015,
3165,tt0106206,Drama,5.3/10,India,Hindi,,,15
3166,tt0114031,Comedy,4.2/10,India,Hindi,160 min,11 August 1995,PG
3167,tt0286907,Drama,5.2/10,India,Hindi,133 min,10 April 1998,
3168,tt4499570,Drama,6.8/10,India,Hindi,,30 March 2014,
3169,tt1685078,Action,7.5/10,India,Hindi,,18 August 2009,
3170,notfound,Action,,India,Hindi,,18 August 2009,
3171,tt1854593,Documentary,6.9/10,UK,English,58 min,16 December 2013,
3172,tt4042164,Short,,USA,English,,,
3173,notfound,Short,,USA,English,,,
3174,tt4831522,Documentary,5.2/10,Canada,English,19 min,27 May 2017,
3175,tt5143770,Documentary,5.8/10,USA,English,76 min,3 March 2017,"
 See all certifications »
            "
3176,tt5206130,Documentary,,USA,English,76 min,3 March 2017,"
 See all certifications »
            "
3177,tt4659056,Drama,7.8/10,Denmark,Danish,,21 April 2016,"
 See all certifications »
            "
3178,tt4083052,Drama,5.3/10,Puerto Rico,English,86 min,16 September 2016,
3179,tt3762912,Documentary,7.2/10,USA,English,99 min,17 March 2017,"
 See all certifications »
            "
3180,tt4818776,Drama,6.9/10,India,English,109 min,1 June 2017,"
 See all certifications »
            "
3181,tt3741834,Biography,8/10,UK,English,118 min,20 January 2017,PG
3182,tt6948354,Documentary,6.8/10,USA,English,71 min,30 May 2017,15
3183,tt5529828,Documentary,7.4/10,UK,Hebrew,85 min,2016,15
3184,tt4909752,Action,5.7/10,India,Hindi,170 min,24 February 2017,12A
3185,tt4758646,Comedy,6/10,USA,English,122 min,26 May 2017,15
3186,tt6333072,Documentary,7/10,USA,English,79 min,20 January 2017,"
 See all certifications »
            "
3187,tt3405236,Action,6.8/10,India,Hindi,143 min,25 January 2017,12A
3188,tt6398054,Documentary,6.8/10,USA,English,91 min,10 February 2017,"
 See all certifications »
            "
3189,tt6167962,Animation,6.3/10,USA,English,,25 September 2008,"
 See all certifications »
            "
3190,tt4379728,Action,5.9/10,Hong Kong,Mandarin,88 min,24 June 2016,15
3191,tt6900644,Comedy,8.3/10,,English,73 min,23 May 2017,15
3192,tt2313743,Animation,6.5/10,Japan,Japanese,5 min,24 October 2003,
3193,tt6795136,Documentary,6.9/10,Brazil,Portuguese,100 min,1 May 2017,"
 See all certifications »
            "
3194,tt6792200,Documentary,8.1/10,USA,English,,19 May 2017,12
3195,notfound,Documentary,,USA,English,,19 May 2017,12
3196,tt6953932,Game-Show,6.2/10,South Korea,Korean,,2012,"
 See all certifications »
            "
3197,tt0455294,Drama,4.1/10,Turkey,Turkish,,2005,
3198,tt1655461,Action,5.7/10,Germany,English,86 min,16 September 2016,12
3199,tt7042082,Animation,5.3/10,USA,English,23 min,20 June 2017,"
 See all certifications »
            "
3200,tt6680270,Comedy,6.1/10,USA,English,60 min,16 May 2017,15
3201,tt3774114,Biography,7.3/10,UK,English,134 min,9 December 2016,15
3202,tt0126234,Comedy,6.6/10,India,Hindi,171 min,8 July 1992,U
3203,tt5598206,Documentary,7.3/10,USA,English,92 min,14 June 2016,
3204,tt0110222,Comedy,7.8/10,India,Hindi,92 min,25 February 1994,U
3205,tt0114231,Action,5.4/10,India,Hindi,122 min,24 November 1995,15
3206,tt6954978,Biography,,India,Hindi,,2011,
3207,tt1155418,Documentary,,USA,English,,14 February 1913,
3208,tt0279202,Short,6.3/10,USA,,11 min,4 March 2001,
3209,tt1621957,Documentary,6.1/10,USA,English,70 min,2017,
3210,tt6448838,Biography,5.7/10,Czech Republic,Czech,106 min,21 January 2016,"
 See all certifications »
            "
3211,tt4466894,Animation,5.5/10,France,English,86 min,1 February 2017,12
3212,tt4799064,Comedy,6.3/10,UK,English,89 min,5 May 2017,15
3213,tt6865906,Animation,7.6/10,USA,English,,12 May 2017,"
 See all certifications »
            "
3214,tt6714534,Documentary,7.4/10,USA,English,92 min,12 May 2017,15
3215,tt5421602,Drama,8.6/10,Canada,English,,12 May 2017,U
3216,tt0117038,Comedy,5.7/10,USA,English,105 min,21 February 1997,PG
3217,tt1064899,Action,7.9/10,USA,English,,15 June 2017,18
3218,tt2855648,Action,7.7/10,India,Hindi,130 min,23 August 2013,15
3219,tt1869296,Action,5.6/10,India,Hindi,114 min,1 July 2011,15
3220,tt2424988,Action,7.1/10,India,Hindi,128 min,1 May 2015,12A
3221,tt2255934,Comedy,4.4/10,India,Hindi,152 min,12 October 2012,12A
3222,tt6878486,Documentary,7.2/10,USA,English,60 min,9 May 2017,15
3223,tt5525310,Documentary,7.1/10,USA,English,92 min,11 November 2016,"
 See all certifications »
            "
3224,tt3147312,Drama,6/10,Mexico,Spanish,88 min,13 April 2016,15
3225,tt2638900,Documentary,6.5/10,USA,English,82 min,10 February 2017,15
3226,tt6710836,Animation,6.4/10,USA,English,,5 May 2017,PG
3227,tt5809020,Comedy,5.2/10,USA,English,80 min,5 May 2017,"
 See all certifications »
            "
3228,tt6333096,Documentary,6.4/10,USA,,97 min,20 January 2017,"
 See all certifications »
            "
3229,tt2273004,Drama,7.1/10,Canada,English,82 min,2016,
3230,tt1560779,Drama,7.3/10,Canada,English,83 min,12 December 2012,"
 See all certifications »
            "
3231,tt2273024,Drama,7.1/10,Canada,English,82 min,2017,
3232,tt3197176,Drama,7/10,USA,English,84 min,2017,
3233,tt1874757,Drama,7.1/10,Canada,English,83 min,5 August 2011,"
 See all certifications »
            "
3234,tt2169322,Comedy,6.4/10,China,Mandarin,121 min,21 March 2013,"
 See all certifications »
            "
3235,notfound,Comedy,,China,Mandarin,121 min,21 March 2013,"
 See all certifications »
            "
3236,tt0765218,Short,6.2/10,USA,English,,20 March 1937,U
3237,tt3964988,Animation,4.9/10,South Korea,Korean,,2012,"
 See all certifications »
            "
3238,tt6264596,Documentary,5.9/10,USA,English,64 min,2 May 2017,"
 See all certifications »
            "
3239,tt4430136,Comedy,7.3/10,India,Hindi,137 min,16 October 2015,12A
3240,tt2402133,Drama,,USA,English,109 min,3 July 2006,
3241,tt0172234,Drama,5.5/10,India,Hindi,151 min,6 June 1996,15
3242,tt0117437,Action,6.2/10,India,Hindi,151 min,15 November 1996,PG
3243,notfound,Action,,India,Hindi,151 min,15 November 1996,PG
3244,tt1821480,Mystery,8.1/10,India,Hindi,122 min,16 March 2012,15
3245,notfound,Mystery,,India,Hindi,122 min,16 March 2012,15
3246,tt0136153,Comedy,4.7/10,India,,122 min,1996,PG
3247,tt3528756,Horror,6.4/10,Mexico,Spanish,100 min,10 September 2015,"
 See all certifications »
            "
3248,tt5709164,Drama,5.5/10,Singapore,Tamil,112 min,8 December 2016,"
 See all certifications »
            "
3249,tt0075963,Drama,8.4/10,Soviet Union,Georgian,107 min,11 August 1978,"
 See all certifications »
            "
3250,tt5050788,Drama,5.8/10,India,Hindi,92 min,1 May 2017,15
3251,tt4034208,Drama,6.2/10,Spain,Catalan,103 min,21 October 2016,"
 See all certifications »
            "
3252,tt5598110,Drama,6.1/10,France,French,99 min,16 November 2016,18
3253,tt5256722,Comedy,6.2/10,France,French,95 min,18 January 2017,"
 See all certifications »
            "
3254,tt4687848,Action,5.8/10,China,Mandarin,124 min,23 December 2016,12A
3255,tt4217392,Action,5.2/10,China,Mandarin,107 min,28 January 2017,12A
3256,tt3247572,Comedy,,USA,English,47 min,,
3257,tt2235108,Comedy,6.1/10,USA,English,,10 July 2015,15
3258,tt0105270,Documentary,5/10,USA,,116 min,22 May 1992,
3259,tt6333052,Documentary,6.1/10,USA,English,80 min,28 April 2017,15
3260,tt5674718,Drama,7.7/10,Spain,Spanish,,28 April 2017,15
3261,tt0112346,Comedy,6.8/10,USA,English,,8 December 1995,15
3262,tt6283832,Drama,5.2/10,South Korea,Korean,,2015,"
 See all certifications »
            "
3263,notfound,Drama,,South Korea,Korean,,2015,"
 See all certifications »
            "
3264,notfound,Drama,,South Korea,Korean,,2015,"
 See all certifications »
            "
3265,tt5014146,Documentary,3.7/10,Japan,Japanese,110 min,25 November 2016,
3266,tt6822400,Comedy,6.8/10,USA,English,65 min,25 April 2017,"
 See all certifications »
            "
3267,tt0449629,Drama,5.1/10,UK,Thai,110 min,3 February 2006,"
 See all certifications »
            "
3268,tt5946128,Drama,7.6/10,India,Hindi,151 min,25 November 2016,PG
3269,tt4940370,Adventure,6.3/10,Sweden,Swedish,108 min,25 December 2016,"
 See all certifications »
            "
3270,tt4358188,Animation,5.6/10,Canada,English,,4 May 2014,"
 See all certifications »
            "
3271,tt0397530,Drama,6.5/10,France,English,,27 April 2005,"
 See all certifications »
            "
3272,tt2582576,Drama,6.3/10,USA,English,113 min,21 April 2017,15
3273,tt4991512,Comedy,6.5/10,USA,English,82 min,21 April 2017,"
 See all certifications »
            "
3274,tt6021260,Comedy,3.6/10,USA,English,,21 April 2017,15
3275,tt6333104,Documentary,6.7/10,USA,English,,21 April 2017,18
3276,tt5706996,Comedy,7/10,USA,English,,21 April 2017,15
3277,tt5030402,Comedy,5.9/10,USA,English,84 min,14 April 2017,"
 See all certifications »
            "
3278,tt6497076,Drama,7.2/10,Japan,Japanese,,17 April 2017,12
3279,tt6921490,Fantasy,6.4/10,India,Hindi,,14 March 2015,
3280,notfound,Fantasy,,India,Hindi,,14 March 2015,
3281,notfound,Fantasy,,India,Hindi,,14 March 2015,
3282,tt5203824,Documentary,8/10,UK,English,102 min,19 April 2017,Not Rated
3283,tt6218048,Comedy,5.5/10,USA,English,50 min,18 April 2017,
3284,notfound,Comedy,,USA,English,50 min,18 April 2017,
3285,notfound,Comedy,,USA,English,50 min,18 April 2017,
3286,tt0168103,Short,5.3/10,UK,English,,31 August 1998,
3287,tt0139615,Drama,7.1/10,USA,English,100 min,9 April 1999,15
3288,tt6929192,Comedy,6.4/10,India,Hindi,,2013,
3289,tt6793058,Drama,6.8/10,India,Hindi,,30 November 2015,
3290,tt6792644,Crime,6.8/10,India,Hindi,,5 September 2015,
3291,tt6953908,Comedy,,India,Hindi,,2014,
3292,tt5154982,Comedy,8.5/10,India,Hindi,,2 March 2015,"
 See all certifications »
            "
3293,tt3202200,Fantasy,4.9/10,Germany,German,101 min,6 March 2014,"
 See all certifications »
            "
3294,notfound,Fantasy,,Germany,German,101 min,6 March 2014,"
 See all certifications »
            "
3295,notfound,Fantasy,,Germany,German,101 min,6 March 2014,"
 See all certifications »
            "
3296,tt0382572,Action,6.6/10,Germany,German,101 min,26 October 2005,"
 See all certifications »
            "
3297,tt5893332,Comedy,5.1/10,USA,English,130 min,14 April 2017,12
3298,tt4607228,Comedy,5.2/10,France,French,81 min,22 June 2016,"
 See all certifications »
            "
3299,tt4631532,Comedy,6.7/10,Spain,Spanish,88 min,3 June 2016,"
 See all certifications »
            "
3300,tt1428459,Drama,5.6/10,India,Hindi,88 min,3 September 2010,PG
3301,tt1152404,Comedy,5.6/10,Mexico,Spanish,110 min,14 November 2008,
3302,tt1500819,Comedy,5.7/10,USA,English,76 min,,
3303,tt0153509,Music,8.5/10,Soviet Union,Lithuanian,78 min,15 November 1979,
3304,tt4669186,Documentary,5.9/10,USA,English,96 min,12 April 2017,
3305,tt3174376,Drama,6.2/10,USA,English,97 min,8 April 2016,15
3306,tt6703344,Drama,6.2/10,South Korea,Korean,,12 December 2016,"
 See all certifications »
            "
3307,tt5117484,Comedy,3.7/10,USA,English,85 min,3 January 2017,
3308,notfound,Comedy,,USA,English,85 min,3 January 2017,
3309,tt6455986,Animation,7.7/10,Japan,Japanese,,6 January 2017,15
3310,notfound,Animation,,Japan,Japanese,,6 January 2017,15
3311,tt4944658,Biography,6.7/10,Spain,Spanish,110 min,7 April 2017,"
 See all certifications »
            "
3312,tt3177332,Horror,4.3/10,India,English,91 min,13 September 2013,"
 See all certifications »
            "
3313,tt1848771,Drama,6.2/10,India,Hindi,164 min,12 August 2011,PG
3314,tt0418362,Comedy,6.7/10,India,Hindi,163 min,30 July 2004,PG
3315,tt1439527,Short,6.4/10,USA,English,163 min,25 July 2009,
3316,tt3155328,Comedy,6.2/10,USA,English,88 min,7 April 2017,15
3317,tt5896962,Action,6.1/10,China,Cantonese,109 min,11 August 2016,"
 See all certifications »
            "
3318,tt6736782,Comedy,7.6/10,USA,English,74 min,4 April 2017,15
3319,tt5897304,Animation,8.5/10,Japan,Japanese,,11 July 2016,15
3320,tt4731072,Animation,8.3/10,Japan,Japanese,,3 March 2015,15
3321,notfound,Animation,,Japan,Japanese,,3 March 2015,15
3322,tt4958580,Animation,7.5/10,Japan,Japanese,,4 July 2015,12
3323,tt2359704,Animation,8.4/10,Japan,Japanese,,October 2012,12
3324,tt3673794,Drama,8.4/10,USA,English,,2014,"
 See all certifications »
            "
3325,tt3357586,Comedy,7.9/10,South Korea,Korean,,18 October 2013,"
 See all certifications »
            "
3326,tt5446610,Comedy,5.7/10,Argentina,Spanish,82 min,11 February 2016,"
 See all certifications »
            "
3327,tt3522806,Action,5.7/10,USA,English,98 min,26 August 2016,15
